RR Interval [ms],Time
658.203125,2019-11-06 11:32:06.509
654.296875,2019-11-06 11:32:07.163
654.296875,2019-11-06 11:32:07.818
654.296875,2019-11-06 11:32:08.472
645.5078125,2019-11-06 11:32:09.117
687.5,2019-11-06 11:32:09.805
705.078125,2019-11-06 11:32:10.510
683.59375,2019-11-06 11:32:11.194
682.6171875,2019-11-06 11:32:11.876
711.9140625,2019-11-06 11:32:12.588
744.140625,2019-11-06 11:32:13.332
762.6953125,2019-11-06 11:32:14.095
729.4921875,2019-11-06 11:32:14.824
736.328125,2019-11-06 11:32:15.561
751.953125,2019-11-06 11:32:16.313
741.2109375,2019-11-06 11:32:17.054
710.9375,2019-11-06 11:32:17.765
685.546875,2019-11-06 11:32:18.450
694.3359375,2019-11-06 11:32:19.145
716.796875,2019-11-06 11:32:19.861
735.3515625,2019-11-06 11:32:20.597
741.2109375,2019-11-06 11:32:21.338
728.515625,2019-11-06 11:32:22.067
741.2109375,2019-11-06 11:32:22.808
734.375,2019-11-06 11:32:23.542
704.1015625,2019-11-06 11:32:24.246
712.890625,2019-11-06 11:32:24.959
706.0546875,2019-11-06 11:32:25.665
676.7578125,2019-11-06 11:32:26.342
658.203125,2019-11-06 11:32:27.000
660.15625,2019-11-06 11:32:27.660
677.734375,2019-11-06 11:32:28.338
729.4921875,2019-11-06 11:32:29.068
749.0234375,2019-11-06 11:32:29.817
751.953125,2019-11-06 11:32:30.569
750.9765625,2019-11-06 11:32:31.319
713.8671875,2019-11-06 11:32:32.033
705.078125,2019-11-06 11:32:32.738
703.125,2019-11-06 11:32:33.442
692.3828125,2019-11-06 11:32:34.134
675.78125,2019-11-06 11:32:34.810
660.15625,2019-11-06 11:32:35.470
657.2265625,2019-11-06 11:32:36.127
648.4375,2019-11-06 11:32:36.776
637.6953125,2019-11-06 11:32:37.413
667.96875,2019-11-06 11:32:38.081
698.2421875,2019-11-06 11:32:38.779
684.5703125,2019-11-06 11:32:39.464
708.984375,2019-11-06 11:32:40.173
721.6796875,2019-11-06 11:32:40.895
741.2109375,2019-11-06 11:32:41.636
716.796875,2019-11-06 11:32:42.353
703.125,2019-11-06 11:32:43.056
711.9140625,2019-11-06 11:32:43.768
721.6796875,2019-11-06 11:32:44.489
709.9609375,2019-11-06 11:32:45.199
692.3828125,2019-11-06 11:32:45.892
706.0546875,2019-11-06 11:32:46.598
707.03125,2019-11-06 11:32:47.305
692.3828125,2019-11-06 11:32:47.997
677.734375,2019-11-06 11:32:48.675
688.4765625,2019-11-06 11:32:49.363
714.84375,2019-11-06 11:32:50.078
728.515625,2019-11-06 11:32:50.807
702.1484375,2019-11-06 11:32:51.509
715.8203125,2019-11-06 11:32:52.225
710.9375,2019-11-06 11:32:52.936
707.03125,2019-11-06 11:32:53.643
688.4765625,2019-11-06 11:32:54.331
683.59375,2019-11-06 11:32:55.015
691.40625,2019-11-06 11:32:55.706
705.078125,2019-11-06 11:32:56.411
710.9375,2019-11-06 11:32:57.122
701.171875,2019-11-06 11:32:57.823
703.125,2019-11-06 11:32:58.527
711.9140625,2019-11-06 11:32:59.238
693.359375,2019-11-06 11:32:59.932
685.546875,2019-11-06 11:33:00.617
701.171875,2019-11-06 11:33:01.319
716.796875,2019-11-06 11:33:02.035
729.4921875,2019-11-06 11:33:02.765
699.21875,2019-11-06 11:33:03.464
704.1015625,2019-11-06 11:33:04.168
709.9609375,2019-11-06 11:33:04.878
732.421875,2019-11-06 11:33:05.611
718.75,2019-11-06 11:33:06.329
720.703125,2019-11-06 11:33:07.050
750.0,2019-11-06 11:33:07.800
756.8359375,2019-11-06 11:33:08.557
727.5390625,2019-11-06 11:33:09.284
730.46875,2019-11-06 11:33:10.015
725.5859375,2019-11-06 11:33:10.740
716.796875,2019-11-06 11:33:11.457
688.4765625,2019-11-06 11:33:12.146
693.359375,2019-11-06 11:33:12.839
703.125,2019-11-06 11:33:13.542
707.03125,2019-11-06 11:33:14.249
691.40625,2019-11-06 11:33:14.941
713.8671875,2019-11-06 11:33:15.654
720.703125,2019-11-06 11:33:16.375
734.375,2019-11-06 11:33:17.110
708.0078125,2019-11-06 11:33:17.818
698.2421875,2019-11-06 11:33:18.516
709.9609375,2019-11-06 11:33:19.226
724.609375,2019-11-06 11:33:19.950
710.9375,2019-11-06 11:33:20.661
693.359375,2019-11-06 11:33:21.355
707.03125,2019-11-06 11:33:22.062
718.75,2019-11-06 11:33:22.780
731.4453125,2019-11-06 11:33:23.512
698.2421875,2019-11-06 11:33:24.210
694.3359375,2019-11-06 11:33:24.904
703.125,2019-11-06 11:33:25.608
728.515625,2019-11-06 11:33:26.336
718.75,2019-11-06 11:33:27.055
690.4296875,2019-11-06 11:33:27.745
707.03125,2019-11-06 11:33:28.452
722.65625,2019-11-06 11:33:29.175
722.65625,2019-11-06 11:33:29.898
703.125,2019-11-06 11:33:30.601
703.125,2019-11-06 11:33:31.304
694.3359375,2019-11-06 11:33:31.998
675.78125,2019-11-06 11:33:32.674
664.0625,2019-11-06 11:33:33.338
669.921875,2019-11-06 11:33:34.008
684.5703125,2019-11-06 11:33:34.693
681.640625,2019-11-06 11:33:35.374
665.0390625,2019-11-06 11:33:36.039
674.8046875,2019-11-06 11:33:36.714
679.6875,2019-11-06 11:33:37.394
663.0859375,2019-11-06 11:33:38.057
658.203125,2019-11-06 11:33:38.715
696.2890625,2019-11-06 11:33:39.411
716.796875,2019-11-06 11:33:40.128
684.5703125,2019-11-06 11:33:40.813
670.8984375,2019-11-06 11:33:41.484
672.8515625,2019-11-06 11:33:42.156
688.4765625,2019-11-06 11:33:42.845
708.0078125,2019-11-06 11:33:43.553
715.8203125,2019-11-06 11:33:44.269
709.9609375,2019-11-06 11:33:44.979
703.125,2019-11-06 11:33:45.682
669.921875,2019-11-06 11:33:46.352
672.8515625,2019-11-06 11:33:47.025
665.0390625,2019-11-06 11:33:47.690
669.921875,2019-11-06 11:33:48.360
668.9453125,2019-11-06 11:33:49.028
652.34375,2019-11-06 11:33:49.681
654.296875,2019-11-06 11:33:50.335
656.25,2019-11-06 11:33:50.991
681.640625,2019-11-06 11:33:51.673
692.3828125,2019-11-06 11:33:52.365
725.5859375,2019-11-06 11:33:53.091
739.2578125,2019-11-06 11:33:53.830
707.03125,2019-11-06 11:33:54.537
670.8984375,2019-11-06 11:33:55.208
666.015625,2019-11-06 11:33:55.874
667.96875,2019-11-06 11:33:56.542
692.3828125,2019-11-06 11:33:57.235
711.9140625,2019-11-06 11:33:57.946
702.1484375,2019-11-06 11:33:58.649
725.5859375,2019-11-06 11:33:59.374
751.953125,2019-11-06 11:34:00.126
766.6015625,2019-11-06 11:34:00.893
730.46875,2019-11-06 11:34:01.623
700.1953125,2019-11-06 11:34:02.323
691.40625,2019-11-06 11:34:03.015
680.6640625,2019-11-06 11:34:03.695
708.984375,2019-11-06 11:34:04.404
746.09375,2019-11-06 11:34:05.151
768.5546875,2019-11-06 11:34:05.919
743.1640625,2019-11-06 11:34:06.662
712.890625,2019-11-06 11:34:07.375
696.2890625,2019-11-06 11:34:08.071
678.7109375,2019-11-06 11:34:08.750
667.96875,2019-11-06 11:34:09.418
665.0390625,2019-11-06 11:34:10.083
679.6875,2019-11-06 11:34:10.763
671.875,2019-11-06 11:34:11.435
653.3203125,2019-11-06 11:34:12.088
652.34375,2019-11-06 11:34:12.740
663.0859375,2019-11-06 11:34:13.403
686.5234375,2019-11-06 11:34:14.090
706.0546875,2019-11-06 11:34:14.796
695.3125,2019-11-06 11:34:15.491
692.3828125,2019-11-06 11:34:16.184
697.265625,2019-11-06 11:34:16.881
686.5234375,2019-11-06 11:34:17.568
668.9453125,2019-11-06 11:34:18.236
657.2265625,2019-11-06 11:34:18.894
663.0859375,2019-11-06 11:34:19.557
682.6171875,2019-11-06 11:34:20.239
721.6796875,2019-11-06 11:34:20.961
707.03125,2019-11-06 11:34:21.668
687.5,2019-11-06 11:34:22.356
688.4765625,2019-11-06 11:34:23.044
702.1484375,2019-11-06 11:34:23.746
755.859375,2019-11-06 11:34:24.502
797.8515625,2019-11-06 11:34:25.300
825.1953125,2019-11-06 11:34:26.125
833.0078125,2019-11-06 11:34:26.958
818.359375,2019-11-06 11:34:27.777
752.9296875,2019-11-06 11:34:28.529
700.1953125,2019-11-06 11:34:29.230
677.734375,2019-11-06 11:34:29.907
653.3203125,2019-11-06 11:34:30.561
638.671875,2019-11-06 11:34:31.199
628.90625,2019-11-06 11:34:31.828
622.0703125,2019-11-06 11:34:32.450
647.4609375,2019-11-06 11:34:33.098
663.0859375,2019-11-06 11:34:33.761
641.6015625,2019-11-06 11:34:34.402
635.7421875,2019-11-06 11:34:35.038
649.4140625,2019-11-06 11:34:35.688
662.109375,2019-11-06 11:34:36.350
696.2890625,2019-11-06 11:34:37.046
740.234375,2019-11-06 11:34:37.786
723.6328125,2019-11-06 11:34:38.510
687.5,2019-11-06 11:34:39.197
698.2421875,2019-11-06 11:34:39.896
722.65625,2019-11-06 11:34:40.618
743.1640625,2019-11-06 11:34:41.361
756.8359375,2019-11-06 11:34:42.118
721.6796875,2019-11-06 11:34:42.840
705.078125,2019-11-06 11:34:43.545
716.796875,2019-11-06 11:34:44.262
722.65625,2019-11-06 11:34:44.985
732.421875,2019-11-06 11:34:45.717
718.75,2019-11-06 11:34:46.436
687.5,2019-11-06 11:34:47.123
679.6875,2019-11-06 11:34:47.803
677.734375,2019-11-06 11:34:48.481
670.8984375,2019-11-06 11:34:49.152
652.34375,2019-11-06 11:34:49.804
639.6484375,2019-11-06 11:34:50.444
644.53125,2019-11-06 11:34:51.088
681.640625,2019-11-06 11:34:51.770
757.8125,2019-11-06 11:34:52.527
836.9140625,2019-11-06 11:34:53.364
780.2734375,2019-11-06 11:34:54.145
770.5078125,2019-11-06 11:34:54.915
790.0390625,2019-11-06 11:34:55.705
801.7578125,2019-11-06 11:34:56.507
755.859375,2019-11-06 11:34:57.263
743.1640625,2019-11-06 11:34:58.006
756.8359375,2019-11-06 11:34:58.763
752.9296875,2019-11-06 11:34:59.516
747.0703125,2019-11-06 11:35:00.263
703.125,2019-11-06 11:35:00.966
686.5234375,2019-11-06 11:35:01.652
681.640625,2019-11-06 11:35:02.334
673.828125,2019-11-06 11:35:03.008
657.2265625,2019-11-06 11:35:03.665
655.2734375,2019-11-06 11:35:04.320
671.875,2019-11-06 11:35:04.992
716.796875,2019-11-06 11:35:05.709
789.0625,2019-11-06 11:35:06.498
809.5703125,2019-11-06 11:35:07.308
766.6015625,2019-11-06 11:35:08.074
762.6953125,2019-11-06 11:35:08.837
779.296875,2019-11-06 11:35:09.616
798.828125,2019-11-06 11:35:10.415
812.5,2019-11-06 11:35:11.228
763.671875,2019-11-06 11:35:11.991
762.6953125,2019-11-06 11:35:12.754
764.6484375,2019-11-06 11:35:13.519
736.328125,2019-11-06 11:35:14.255
706.0546875,2019-11-06 11:35:14.961
708.984375,2019-11-06 11:35:15.670
713.8671875,2019-11-06 11:35:16.384
749.0234375,2019-11-06 11:35:17.133
744.140625,2019-11-06 11:35:17.877
717.7734375,2019-11-06 11:35:18.595
734.375,2019-11-06 11:35:19.329
727.5390625,2019-11-06 11:35:20.057
708.984375,2019-11-06 11:35:20.766
683.59375,2019-11-06 11:35:21.449
697.265625,2019-11-06 11:35:22.147
708.0078125,2019-11-06 11:35:22.855
733.3984375,2019-11-06 11:35:23.588
701.171875,2019-11-06 11:35:24.289
694.3359375,2019-11-06 11:35:24.984
718.75,2019-11-06 11:35:25.702
743.1640625,2019-11-06 11:35:26.445
721.6796875,2019-11-06 11:35:27.167
685.546875,2019-11-06 11:35:27.853
678.7109375,2019-11-06 11:35:28.531
667.96875,2019-11-06 11:35:29.199
700.1953125,2019-11-06 11:35:29.900
740.234375,2019-11-06 11:35:30.640
720.703125,2019-11-06 11:35:31.360
715.8203125,2019-11-06 11:35:32.076
731.4453125,2019-11-06 11:35:32.808
737.3046875,2019-11-06 11:35:33.545
747.0703125,2019-11-06 11:35:34.292
714.84375,2019-11-06 11:35:35.007
694.3359375,2019-11-06 11:35:35.701
697.265625,2019-11-06 11:35:36.399
701.171875,2019-11-06 11:35:37.100
734.375,2019-11-06 11:35:37.834
727.5390625,2019-11-06 11:35:38.562
700.1953125,2019-11-06 11:35:39.262
702.1484375,2019-11-06 11:35:39.964
729.4921875,2019-11-06 11:35:40.694
760.7421875,2019-11-06 11:35:41.454
727.5390625,2019-11-06 11:35:42.182
730.46875,2019-11-06 11:35:42.912
741.2109375,2019-11-06 11:35:43.653
767.578125,2019-11-06 11:35:44.421
747.0703125,2019-11-06 11:35:45.168
713.8671875,2019-11-06 11:35:45.882
722.65625,2019-11-06 11:35:46.605
725.5859375,2019-11-06 11:35:47.330
720.703125,2019-11-06 11:35:48.051
701.171875,2019-11-06 11:35:48.752
708.0078125,2019-11-06 11:35:49.460
715.8203125,2019-11-06 11:35:50.176
708.984375,2019-11-06 11:35:50.885
693.359375,2019-11-06 11:35:51.578
694.3359375,2019-11-06 11:35:52.273
706.0546875,2019-11-06 11:35:52.979
724.609375,2019-11-06 11:35:53.703
729.4921875,2019-11-06 11:35:54.433
695.3125,2019-11-06 11:35:55.128
700.1953125,2019-11-06 11:35:55.828
714.84375,2019-11-06 11:35:56.543
733.3984375,2019-11-06 11:35:57.277
702.1484375,2019-11-06 11:35:57.979
686.5234375,2019-11-06 11:35:58.665
679.6875,2019-11-06 11:35:59.345
687.5,2019-11-06 11:36:00.032
692.3828125,2019-11-06 11:36:00.725
692.3828125,2019-11-06 11:36:01.417
672.8515625,2019-11-06 11:36:02.090
679.6875,2019-11-06 11:36:02.770
684.5703125,2019-11-06 11:36:03.454
698.2421875,2019-11-06 11:36:04.152
684.5703125,2019-11-06 11:36:04.837
653.3203125,2019-11-06 11:36:05.490
640.625,2019-11-06 11:36:06.131
657.2265625,2019-11-06 11:36:06.788
682.6171875,2019-11-06 11:36:07.471
721.6796875,2019-11-06 11:36:08.193
791.9921875,2019-11-06 11:36:08.985
831.0546875,2019-11-06 11:36:09.816
778.3203125,2019-11-06 11:36:10.594
724.609375,2019-11-06 11:36:11.319
724.609375,2019-11-06 11:36:12.043
721.6796875,2019-11-06 11:36:12.765
712.890625,2019-11-06 11:36:13.478
704.1015625,2019-11-06 11:36:14.182
683.59375,2019-11-06 11:36:14.865
662.109375,2019-11-06 11:36:15.527
656.25,2019-11-06 11:36:16.184
644.53125,2019-11-06 11:36:16.828
643.5546875,2019-11-06 11:36:17.472
648.4375,2019-11-06 11:36:18.120
675.78125,2019-11-06 11:36:18.796
735.3515625,2019-11-06 11:36:19.531
756.8359375,2019-11-06 11:36:20.288
760.7421875,2019-11-06 11:36:21.049
761.71875,2019-11-06 11:36:21.811
760.7421875,2019-11-06 11:36:22.571
753.90625,2019-11-06 11:36:23.325
727.5390625,2019-11-06 11:36:24.053
703.125,2019-11-06 11:36:24.756
696.2890625,2019-11-06 11:36:25.452
711.9140625,2019-11-06 11:36:26.164
719.7265625,2019-11-06 11:36:26.884
708.984375,2019-11-06 11:36:27.593
723.6328125,2019-11-06 11:36:28.317
693.359375,2019-11-06 11:36:29.010
700.1953125,2019-11-06 11:36:29.710
720.703125,2019-11-06 11:36:30.431
776.3671875,2019-11-06 11:36:31.207
775.390625,2019-11-06 11:36:31.983
771.484375,2019-11-06 11:36:32.754
771.484375,2019-11-06 11:36:33.526
760.7421875,2019-11-06 11:36:34.286
719.7265625,2019-11-06 11:36:35.006
705.078125,2019-11-06 11:36:35.711
708.0078125,2019-11-06 11:36:36.419
726.5625,2019-11-06 11:36:37.146
742.1875,2019-11-06 11:36:37.888
737.3046875,2019-11-06 11:36:38.625
714.84375,2019-11-06 11:36:39.340
718.75,2019-11-06 11:36:40.059
714.84375,2019-11-06 11:36:40.774
699.21875,2019-11-06 11:36:41.473
660.15625,2019-11-06 11:36:42.133
653.3203125,2019-11-06 11:36:42.786
644.53125,2019-11-06 11:36:43.431
632.8125,2019-11-06 11:36:44.064
623.046875,2019-11-06 11:36:44.687
631.8359375,2019-11-06 11:36:45.319
666.015625,2019-11-06 11:36:45.985
704.1015625,2019-11-06 11:36:46.689
766.6015625,2019-11-06 11:36:47.455
841.796875,2019-11-06 11:36:48.297
812.5,2019-11-06 11:36:49.110
778.3203125,2019-11-06 11:36:49.888
746.09375,2019-11-06 11:36:50.634
725.5859375,2019-11-06 11:36:51.360
684.5703125,2019-11-06 11:36:52.044
655.2734375,2019-11-06 11:36:52.699
645.5078125,2019-11-06 11:36:53.345
648.4375,2019-11-06 11:36:53.993
668.9453125,2019-11-06 11:36:54.662
654.296875,2019-11-06 11:36:55.317
662.109375,2019-11-06 11:36:55.979
687.5,2019-11-06 11:36:56.666
764.6484375,2019-11-06 11:36:57.431
735.3515625,2019-11-06 11:36:58.166
748.046875,2019-11-06 11:36:58.914
775.390625,2019-11-06 11:36:59.690
815.4296875,2019-11-06 11:37:00.505
810.546875,2019-11-06 11:37:01.316
821.2890625,2019-11-06 11:37:02.137
783.203125,2019-11-06 11:37:02.920
751.953125,2019-11-06 11:37:03.672
742.1875,2019-11-06 11:37:04.414
731.4453125,2019-11-06 11:37:05.146
739.2578125,2019-11-06 11:37:05.885
751.953125,2019-11-06 11:37:06.637
752.9296875,2019-11-06 11:37:07.390
718.75,2019-11-06 11:37:08.109
708.0078125,2019-11-06 11:37:08.817
702.1484375,2019-11-06 11:37:09.519
702.1484375,2019-11-06 11:37:10.221
708.0078125,2019-11-06 11:37:10.929
687.5,2019-11-06 11:37:11.616
699.21875,2019-11-06 11:37:12.316
702.1484375,2019-11-06 11:37:13.018
715.8203125,2019-11-06 11:37:13.734
696.2890625,2019-11-06 11:37:14.430
679.6875,2019-11-06 11:37:15.110
701.171875,2019-11-06 11:37:15.811
688.4765625,2019-11-06 11:37:16.499
680.6640625,2019-11-06 11:37:17.180
653.3203125,2019-11-06 11:37:17.833
651.3671875,2019-11-06 11:37:18.485
641.6015625,2019-11-06 11:37:19.126
631.8359375,2019-11-06 11:37:19.758
665.0390625,2019-11-06 11:37:20.423
696.2890625,2019-11-06 11:37:21.119
675.78125,2019-11-06 11:37:21.795
674.8046875,2019-11-06 11:37:22.470
689.453125,2019-11-06 11:37:23.159
705.078125,2019-11-06 11:37:23.864
698.2421875,2019-11-06 11:37:24.563
669.921875,2019-11-06 11:37:25.233
691.40625,2019-11-06 11:37:25.924
