RR Interval [ms],Time
684.5703125,2019-11-06 11:31:07.901
697.265625,2019-11-06 11:31:08.598
702.1484375,2019-11-06 11:31:09.300
701.171875,2019-11-06 11:31:10.001
702.1484375,2019-11-06 11:31:10.704
697.265625,2019-11-06 11:31:11.401
687.5,2019-11-06 11:31:12.088
673.828125,2019-11-06 11:31:12.762
649.4140625,2019-11-06 11:31:13.412
655.2734375,2019-11-06 11:31:14.067
642.578125,2019-11-06 11:31:14.709
642.578125,2019-11-06 11:31:15.352
634.765625,2019-11-06 11:31:15.987
634.765625,2019-11-06 11:31:16.622
641.6015625,2019-11-06 11:31:17.263
640.625,2019-11-06 11:31:17.904
632.8125,2019-11-06 11:31:18.537
648.4375,2019-11-06 11:31:19.185
647.4609375,2019-11-06 11:31:19.833
649.4140625,2019-11-06 11:31:20.482
647.4609375,2019-11-06 11:31:21.129
639.6484375,2019-11-06 11:31:21.769
635.7421875,2019-11-06 11:31:22.405
640.625,2019-11-06 11:31:23.045
651.3671875,2019-11-06 11:31:23.697
656.25,2019-11-06 11:31:24.353
642.578125,2019-11-06 11:31:24.996
630.859375,2019-11-06 11:31:25.626
633.7890625,2019-11-06 11:31:26.260
643.5546875,2019-11-06 11:31:26.904
644.53125,2019-11-06 11:31:27.548
653.3203125,2019-11-06 11:31:28.202
657.2265625,2019-11-06 11:31:28.859
657.2265625,2019-11-06 11:31:29.516
655.2734375,2019-11-06 11:31:30.171
643.5546875,2019-11-06 11:31:30.815
636.71875,2019-11-06 11:31:31.452
629.8828125,2019-11-06 11:31:32.082
625.0,2019-11-06 11:31:32.707
628.90625,2019-11-06 11:31:33.335
640.625,2019-11-06 11:31:33.976
644.53125,2019-11-06 11:31:34.621
638.671875,2019-11-06 11:31:35.259
638.671875,2019-11-06 11:31:35.898
644.53125,2019-11-06 11:31:36.543
660.15625,2019-11-06 11:31:37.203
657.2265625,2019-11-06 11:31:37.860
658.203125,2019-11-06 11:31:38.518
656.25,2019-11-06 11:31:39.174
667.96875,2019-11-06 11:31:39.842
671.875,2019-11-06 11:31:40.514
659.1796875,2019-11-06 11:31:41.173
654.296875,2019-11-06 11:31:41.828
643.5546875,2019-11-06 11:31:42.471
649.4140625,2019-11-06 11:31:43.121
680.6640625,2019-11-06 11:31:43.801
689.453125,2019-11-06 11:31:44.491
699.21875,2019-11-06 11:31:45.190
709.9609375,2019-11-06 11:31:45.900
703.125,2019-11-06 11:31:46.603
700.1953125,2019-11-06 11:31:47.303
687.5,2019-11-06 11:31:47.991
685.546875,2019-11-06 11:31:48.676
677.734375,2019-11-06 11:31:49.354
680.6640625,2019-11-06 11:31:50.035
678.7109375,2019-11-06 11:31:50.713
677.734375,2019-11-06 11:31:51.391
673.828125,2019-11-06 11:31:52.065
666.015625,2019-11-06 11:31:52.731
672.8515625,2019-11-06 11:31:53.404
677.734375,2019-11-06 11:31:54.082
692.3828125,2019-11-06 11:31:54.774
690.4296875,2019-11-06 11:31:55.464
682.6171875,2019-11-06 11:31:56.147
691.40625,2019-11-06 11:31:56.838
701.171875,2019-11-06 11:31:57.540
699.21875,2019-11-06 11:31:58.239
699.21875,2019-11-06 11:31:58.938
708.984375,2019-11-06 11:31:59.647
705.078125,2019-11-06 11:32:00.352
688.4765625,2019-11-06 11:32:01.041
688.4765625,2019-11-06 11:32:01.729
682.6171875,2019-11-06 11:32:02.412
682.6171875,2019-11-06 11:32:03.094
685.546875,2019-11-06 11:32:03.780
682.6171875,2019-11-06 11:32:04.462
675.78125,2019-11-06 11:32:05.138
673.828125,2019-11-06 11:32:05.812
674.8046875,2019-11-06 11:32:06.487
679.6875,2019-11-06 11:32:07.167
676.7578125,2019-11-06 11:32:07.843
663.0859375,2019-11-06 11:32:08.506
644.53125,2019-11-06 11:32:09.151
639.6484375,2019-11-06 11:32:09.791
643.5546875,2019-11-06 11:32:10.434
654.296875,2019-11-06 11:32:11.088
648.4375,2019-11-06 11:32:11.737
647.4609375,2019-11-06 11:32:12.384
658.203125,2019-11-06 11:32:13.043
667.96875,2019-11-06 11:32:13.710
664.0625,2019-11-06 11:32:14.375
661.1328125,2019-11-06 11:32:15.036
664.0625,2019-11-06 11:32:15.700
673.828125,2019-11-06 11:32:16.374
672.8515625,2019-11-06 11:32:17.046
666.015625,2019-11-06 11:32:17.712
656.25,2019-11-06 11:32:18.369
640.625,2019-11-06 11:32:19.009
641.6015625,2019-11-06 11:32:19.651
639.6484375,2019-11-06 11:32:20.291
640.625,2019-11-06 11:32:20.931
645.5078125,2019-11-06 11:32:21.577
653.3203125,2019-11-06 11:32:22.230
647.4609375,2019-11-06 11:32:22.877
639.6484375,2019-11-06 11:32:23.517
623.046875,2019-11-06 11:32:24.140
617.1875,2019-11-06 11:32:24.757
625.9765625,2019-11-06 11:32:25.383
626.953125,2019-11-06 11:32:26.010
638.671875,2019-11-06 11:32:26.649
626.953125,2019-11-06 11:32:27.276
631.8359375,2019-11-06 11:32:27.908
655.2734375,2019-11-06 11:32:28.563
658.203125,2019-11-06 11:32:29.221
650.390625,2019-11-06 11:32:29.872
647.4609375,2019-11-06 11:32:30.519
638.671875,2019-11-06 11:32:31.158
625.9765625,2019-11-06 11:32:31.784
625.0,2019-11-06 11:32:32.409
624.0234375,2019-11-06 11:32:33.033
621.09375,2019-11-06 11:32:33.654
622.0703125,2019-11-06 11:32:34.276
615.234375,2019-11-06 11:32:34.891
614.2578125,2019-11-06 11:32:35.505
621.09375,2019-11-06 11:32:36.126
632.8125,2019-11-06 11:32:36.759
635.7421875,2019-11-06 11:32:37.395
644.53125,2019-11-06 11:32:38.040
634.765625,2019-11-06 11:32:38.674
640.625,2019-11-06 11:32:39.315
641.6015625,2019-11-06 11:32:39.957
646.484375,2019-11-06 11:32:40.603
643.5546875,2019-11-06 11:32:41.247
643.5546875,2019-11-06 11:32:41.890
636.71875,2019-11-06 11:32:42.527
647.4609375,2019-11-06 11:32:43.174
652.34375,2019-11-06 11:32:43.827
663.0859375,2019-11-06 11:32:44.490
656.25,2019-11-06 11:32:45.146
654.296875,2019-11-06 11:32:45.800
645.5078125,2019-11-06 11:32:46.446
646.484375,2019-11-06 11:32:47.092
641.6015625,2019-11-06 11:32:47.734
643.5546875,2019-11-06 11:32:48.377
642.578125,2019-11-06 11:32:49.020
635.7421875,2019-11-06 11:32:49.656
642.578125,2019-11-06 11:32:50.298
645.5078125,2019-11-06 11:32:50.944
648.4375,2019-11-06 11:32:51.592
650.390625,2019-11-06 11:32:52.243
651.3671875,2019-11-06 11:32:52.894
644.53125,2019-11-06 11:32:53.539
632.8125,2019-11-06 11:32:54.171
625.9765625,2019-11-06 11:32:54.797
632.8125,2019-11-06 11:32:55.430
639.6484375,2019-11-06 11:32:56.070
650.390625,2019-11-06 11:32:56.720
651.3671875,2019-11-06 11:32:57.372
652.34375,2019-11-06 11:32:58.024
649.4140625,2019-11-06 11:32:58.673
641.6015625,2019-11-06 11:32:59.315
634.765625,2019-11-06 11:32:59.950
633.7890625,2019-11-06 11:33:00.584
632.8125,2019-11-06 11:33:01.216
630.859375,2019-11-06 11:33:01.847
623.046875,2019-11-06 11:33:02.470
614.2578125,2019-11-06 11:33:03.084
609.375,2019-11-06 11:33:03.694
604.4921875,2019-11-06 11:33:04.298
603.515625,2019-11-06 11:33:04.902
598.6328125,2019-11-06 11:33:05.501
608.3984375,2019-11-06 11:33:06.109
606.4453125,2019-11-06 11:33:06.715
619.140625,2019-11-06 11:33:07.334
633.7890625,2019-11-06 11:33:07.968
654.296875,2019-11-06 11:33:08.623
670.8984375,2019-11-06 11:33:09.293
675.78125,2019-11-06 11:33:09.969
668.9453125,2019-11-06 11:33:10.638
666.015625,2019-11-06 11:33:11.304
675.78125,2019-11-06 11:33:11.980
695.3125,2019-11-06 11:33:12.675
707.03125,2019-11-06 11:33:13.382
708.984375,2019-11-06 11:33:14.091
717.7734375,2019-11-06 11:33:14.809
711.9140625,2019-11-06 11:33:15.521
709.9609375,2019-11-06 11:33:16.231
698.2421875,2019-11-06 11:33:16.929
684.5703125,2019-11-06 11:33:17.614
680.6640625,2019-11-06 11:33:18.294
679.6875,2019-11-06 11:33:18.974
676.7578125,2019-11-06 11:33:19.651
666.9921875,2019-11-06 11:33:20.318
654.296875,2019-11-06 11:33:20.972
646.484375,2019-11-06 11:33:21.619
646.484375,2019-11-06 11:33:22.265
668.9453125,2019-11-06 11:33:22.934
704.1015625,2019-11-06 11:33:23.638
714.84375,2019-11-06 11:33:24.353
709.9609375,2019-11-06 11:33:25.063
701.171875,2019-11-06 11:33:25.764
708.0078125,2019-11-06 11:33:26.472
708.0078125,2019-11-06 11:33:27.180
696.2890625,2019-11-06 11:33:27.876
686.5234375,2019-11-06 11:33:28.563
673.828125,2019-11-06 11:33:29.237
666.015625,2019-11-06 11:33:29.903
666.015625,2019-11-06 11:33:30.569
666.015625,2019-11-06 11:33:31.235
675.78125,2019-11-06 11:33:31.911
666.9921875,2019-11-06 11:33:32.578
667.96875,2019-11-06 11:33:33.246
671.875,2019-11-06 11:33:33.918
673.828125,2019-11-06 11:33:34.591
665.0390625,2019-11-06 11:33:35.256
678.7109375,2019-11-06 11:33:35.935
688.4765625,2019-11-06 11:33:36.624
685.546875,2019-11-06 11:33:37.309
685.546875,2019-11-06 11:33:37.995
667.96875,2019-11-06 11:33:38.663
663.0859375,2019-11-06 11:33:39.326
657.2265625,2019-11-06 11:33:39.983
656.25,2019-11-06 11:33:40.639
662.109375,2019-11-06 11:33:41.301
671.875,2019-11-06 11:33:41.973
683.59375,2019-11-06 11:33:42.657
681.640625,2019-11-06 11:33:43.338
688.4765625,2019-11-06 11:33:44.027
697.265625,2019-11-06 11:33:44.724
690.4296875,2019-11-06 11:33:45.415
681.640625,2019-11-06 11:33:46.096
675.78125,2019-11-06 11:33:46.772
680.6640625,2019-11-06 11:33:47.453
679.6875,2019-11-06 11:33:48.132
671.875,2019-11-06 11:33:48.804
665.0390625,2019-11-06 11:33:49.469
662.109375,2019-11-06 11:33:50.131
649.4140625,2019-11-06 11:33:50.781
643.5546875,2019-11-06 11:33:51.424
647.4609375,2019-11-06 11:33:52.072
653.3203125,2019-11-06 11:33:52.725
654.296875,2019-11-06 11:33:53.379
661.1328125,2019-11-06 11:33:54.041
656.25,2019-11-06 11:33:54.697
667.96875,2019-11-06 11:33:55.365
679.6875,2019-11-06 11:33:56.044
686.5234375,2019-11-06 11:33:56.731
682.6171875,2019-11-06 11:33:57.414
678.7109375,2019-11-06 11:33:58.092
678.7109375,2019-11-06 11:33:58.771
670.8984375,2019-11-06 11:33:59.442
673.828125,2019-11-06 11:34:00.116
677.734375,2019-11-06 11:34:00.793
675.78125,2019-11-06 11:34:01.469
679.6875,2019-11-06 11:34:02.149
672.8515625,2019-11-06 11:34:02.822
666.015625,2019-11-06 11:34:03.488
663.0859375,2019-11-06 11:34:04.151
665.0390625,2019-11-06 11:34:04.816
671.875,2019-11-06 11:34:05.488
678.7109375,2019-11-06 11:34:06.167
686.5234375,2019-11-06 11:34:06.853
683.59375,2019-11-06 11:34:07.537
684.5703125,2019-11-06 11:34:08.221
681.640625,2019-11-06 11:34:08.903
674.8046875,2019-11-06 11:34:09.578
675.78125,2019-11-06 11:34:10.253
675.78125,2019-11-06 11:34:10.929
678.7109375,2019-11-06 11:34:11.608
674.8046875,2019-11-06 11:34:12.283
659.1796875,2019-11-06 11:34:12.942
661.1328125,2019-11-06 11:34:13.603
658.203125,2019-11-06 11:34:14.261
656.25,2019-11-06 11:34:14.918
656.25,2019-11-06 11:34:15.574
653.3203125,2019-11-06 11:34:16.227
641.6015625,2019-11-06 11:34:16.869
646.484375,2019-11-06 11:34:17.515
653.3203125,2019-11-06 11:34:18.168
673.828125,2019-11-06 11:34:18.842
680.6640625,2019-11-06 11:34:19.523
688.4765625,2019-11-06 11:34:20.211
689.453125,2019-11-06 11:34:20.901
692.3828125,2019-11-06 11:34:21.593
692.3828125,2019-11-06 11:34:22.286
686.5234375,2019-11-06 11:34:22.972
677.734375,2019-11-06 11:34:23.650
679.6875,2019-11-06 11:34:24.330
674.8046875,2019-11-06 11:34:25.004
666.015625,2019-11-06 11:34:25.670
662.109375,2019-11-06 11:34:26.333
643.5546875,2019-11-06 11:34:26.976
646.484375,2019-11-06 11:34:27.623
650.390625,2019-11-06 11:34:28.273
663.0859375,2019-11-06 11:34:28.936
664.0625,2019-11-06 11:34:29.600
654.296875,2019-11-06 11:34:30.254
658.203125,2019-11-06 11:34:30.913
668.9453125,2019-11-06 11:34:31.582
676.7578125,2019-11-06 11:34:32.258
675.78125,2019-11-06 11:34:32.934
667.96875,2019-11-06 11:34:33.602
662.109375,2019-11-06 11:34:34.264
657.2265625,2019-11-06 11:34:34.921
658.203125,2019-11-06 11:34:35.580
654.296875,2019-11-06 11:34:36.234
646.484375,2019-11-06 11:34:36.880
643.5546875,2019-11-06 11:34:37.524
656.25,2019-11-06 11:34:38.180
664.0625,2019-11-06 11:34:38.844
663.0859375,2019-11-06 11:34:39.507
662.109375,2019-11-06 11:34:40.169
652.34375,2019-11-06 11:34:40.822
664.0625,2019-11-06 11:34:41.486
670.8984375,2019-11-06 11:34:42.157
673.828125,2019-11-06 11:34:42.831
673.828125,2019-11-06 11:34:43.504
669.921875,2019-11-06 11:34:44.174
678.7109375,2019-11-06 11:34:44.853
686.5234375,2019-11-06 11:34:45.540
694.3359375,2019-11-06 11:34:46.234
693.359375,2019-11-06 11:34:46.927
692.3828125,2019-11-06 11:34:47.620
678.7109375,2019-11-06 11:34:48.298
671.875,2019-11-06 11:34:48.970
673.828125,2019-11-06 11:34:49.644
668.9453125,2019-11-06 11:34:50.313
667.96875,2019-11-06 11:34:50.981
663.0859375,2019-11-06 11:34:51.644
659.1796875,2019-11-06 11:34:52.303
657.2265625,2019-11-06 11:34:52.960
660.15625,2019-11-06 11:34:53.621
660.15625,2019-11-06 11:34:54.281
657.2265625,2019-11-06 11:34:54.938
650.390625,2019-11-06 11:34:55.588
653.3203125,2019-11-06 11:34:56.242
658.203125,2019-11-06 11:34:56.900
660.15625,2019-11-06 11:34:57.560
660.15625,2019-11-06 11:34:58.220
650.390625,2019-11-06 11:34:58.871
651.3671875,2019-11-06 11:34:59.522
647.4609375,2019-11-06 11:35:00.169
646.484375,2019-11-06 11:35:00.816
646.484375,2019-11-06 11:35:01.462
654.296875,2019-11-06 11:35:02.117
645.5078125,2019-11-06 11:35:02.762
633.7890625,2019-11-06 11:35:03.396
641.6015625,2019-11-06 11:35:04.038
637.6953125,2019-11-06 11:35:04.675
631.8359375,2019-11-06 11:35:05.307
626.953125,2019-11-06 11:35:05.934
621.09375,2019-11-06 11:35:06.555
627.9296875,2019-11-06 11:35:07.183
637.6953125,2019-11-06 11:35:07.821
651.3671875,2019-11-06 11:35:08.472
669.921875,2019-11-06 11:35:09.142
666.015625,2019-11-06 11:35:09.808
662.109375,2019-11-06 11:35:10.470
656.25,2019-11-06 11:35:11.126
641.6015625,2019-11-06 11:35:11.768
641.6015625,2019-11-06 11:35:12.410
643.5546875,2019-11-06 11:35:13.053
648.4375,2019-11-06 11:35:13.702
648.4375,2019-11-06 11:35:14.350
654.296875,2019-11-06 11:35:15.004
647.4609375,2019-11-06 11:35:15.652
647.4609375,2019-11-06 11:35:16.299
660.15625,2019-11-06 11:35:16.959
662.109375,2019-11-06 11:35:17.622
659.1796875,2019-11-06 11:35:18.281
654.296875,2019-11-06 11:35:18.935
643.5546875,2019-11-06 11:35:19.579
654.296875,2019-11-06 11:35:20.233
669.921875,2019-11-06 11:35:20.903
659.1796875,2019-11-06 11:35:21.562
654.296875,2019-11-06 11:35:22.216
639.6484375,2019-11-06 11:35:22.856
637.6953125,2019-11-06 11:35:23.494
643.5546875,2019-11-06 11:35:24.137
647.4609375,2019-11-06 11:35:24.785
655.2734375,2019-11-06 11:35:25.440
647.4609375,2019-11-06 11:35:26.087
648.4375,2019-11-06 11:35:26.736
660.15625,2019-11-06 11:35:27.396
658.203125,2019-11-06 11:35:28.054
651.3671875,2019-11-06 11:35:28.706
645.5078125,2019-11-06 11:35:29.351
649.4140625,2019-11-06 11:35:30.001
655.2734375,2019-11-06 11:35:30.656
657.2265625,2019-11-06 11:35:31.313
658.203125,2019-11-06 11:35:31.971
661.1328125,2019-11-06 11:35:32.632
669.921875,2019-11-06 11:35:33.302
661.1328125,2019-11-06 11:35:33.963
661.1328125,2019-11-06 11:35:34.625
649.4140625,2019-11-06 11:35:35.274
651.3671875,2019-11-06 11:35:35.925
657.2265625,2019-11-06 11:35:36.583
666.9921875,2019-11-06 11:35:37.250
677.734375,2019-11-06 11:35:37.927
671.875,2019-11-06 11:35:38.599
664.0625,2019-11-06 11:35:39.263
664.0625,2019-11-06 11:35:39.927
658.203125,2019-11-06 11:35:40.585
652.34375,2019-11-06 11:35:41.238
655.2734375,2019-11-06 11:35:41.893
646.484375,2019-11-06 11:35:42.540
640.625,2019-11-06 11:35:43.180
648.4375,2019-11-06 11:35:43.829
663.0859375,2019-11-06 11:35:44.492
674.8046875,2019-11-06 11:35:45.167
680.6640625,2019-11-06 11:35:45.847
683.59375,2019-11-06 11:35:46.531
673.828125,2019-11-06 11:35:47.205
666.015625,2019-11-06 11:35:47.871
661.1328125,2019-11-06 11:35:48.532
657.2265625,2019-11-06 11:35:49.189
647.4609375,2019-11-06 11:35:49.836
652.34375,2019-11-06 11:35:50.489
646.484375,2019-11-06 11:35:51.135
636.71875,2019-11-06 11:35:51.772
624.0234375,2019-11-06 11:35:52.396
615.234375,2019-11-06 11:35:53.011
630.859375,2019-11-06 11:35:53.642
647.4609375,2019-11-06 11:35:54.290
665.0390625,2019-11-06 11:35:54.955
674.8046875,2019-11-06 11:35:55.629
660.15625,2019-11-06 11:35:56.290
648.4375,2019-11-06 11:35:56.938
652.34375,2019-11-06 11:35:57.590
666.015625,2019-11-06 11:35:58.256
674.8046875,2019-11-06 11:35:58.931
677.734375,2019-11-06 11:35:59.609
669.921875,2019-11-06 11:36:00.279
654.296875,2019-11-06 11:36:00.933
646.484375,2019-11-06 11:36:01.580
650.390625,2019-11-06 11:36:02.230
663.0859375,2019-11-06 11:36:02.893
664.0625,2019-11-06 11:36:03.557
649.4140625,2019-11-06 11:36:04.207
632.8125,2019-11-06 11:36:04.839
636.71875,2019-11-06 11:36:05.476
639.6484375,2019-11-06 11:36:06.116
649.4140625,2019-11-06 11:36:06.765
648.4375,2019-11-06 11:36:07.414
645.5078125,2019-11-06 11:36:08.059
640.625,2019-11-06 11:36:08.700
656.25,2019-11-06 11:36:09.356
665.0390625,2019-11-06 11:36:10.021
683.59375,2019-11-06 11:36:10.705
664.0625,2019-11-06 11:36:11.369
648.4375,2019-11-06 11:36:12.017
657.2265625,2019-11-06 11:36:12.674
655.2734375,2019-11-06 11:36:13.330
653.3203125,2019-11-06 11:36:13.983
634.765625,2019-11-06 11:36:14.618
636.71875,2019-11-06 11:36:15.254
646.484375,2019-11-06 11:36:15.901
657.2265625,2019-11-06 11:36:16.558
657.2265625,2019-11-06 11:36:17.215
656.25,2019-11-06 11:36:17.872
653.3203125,2019-11-06 11:36:18.525
660.15625,2019-11-06 11:36:19.185
654.296875,2019-11-06 11:36:19.839
654.296875,2019-11-06 11:36:20.494
642.578125,2019-11-06 11:36:21.136
631.8359375,2019-11-06 11:36:21.768
636.71875,2019-11-06 11:36:22.405
640.625,2019-11-06 11:36:23.045
637.6953125,2019-11-06 11:36:23.683
636.71875,2019-11-06 11:36:24.320
626.953125,2019-11-06 11:36:24.947
632.8125,2019-11-06 11:36:25.580
638.671875,2019-11-06 11:36:26.218
646.484375,2019-11-06 11:36:26.865
653.3203125,2019-11-06 11:36:27.518
657.2265625,2019-11-06 11:36:28.175
639.6484375,2019-11-06 11:36:28.815
636.71875,2019-11-06 11:36:29.452
646.484375,2019-11-06 11:36:30.098
642.578125,2019-11-06 11:36:30.741
650.390625,2019-11-06 11:36:31.391
645.5078125,2019-11-06 11:36:32.037
634.765625,2019-11-06 11:36:32.671
651.3671875,2019-11-06 11:36:33.323
656.25,2019-11-06 11:36:33.979
681.640625,2019-11-06 11:36:34.661
676.7578125,2019-11-06 11:36:35.337
655.2734375,2019-11-06 11:36:35.993
661.1328125,2019-11-06 11:36:36.654
664.0625,2019-11-06 11:36:37.318
666.9921875,2019-11-06 11:36:37.985
664.0625,2019-11-06 11:36:38.649
658.203125,2019-11-06 11:36:39.307
666.9921875,2019-11-06 11:36:39.974
686.5234375,2019-11-06 11:36:40.661
692.3828125,2019-11-06 11:36:41.353
695.3125,2019-11-06 11:36:42.048
691.40625,2019-11-06 11:36:42.740
690.4296875,2019-11-06 11:36:43.430
691.40625,2019-11-06 11:36:44.122
697.265625,2019-11-06 11:36:44.819
689.453125,2019-11-06 11:36:45.508
679.6875,2019-11-06 11:36:46.188
664.0625,2019-11-06 11:36:46.852
671.875,2019-11-06 11:36:47.524
672.8515625,2019-11-06 11:36:48.197
671.875,2019-11-06 11:36:48.869
669.921875,2019-11-06 11:36:49.539
672.8515625,2019-11-06 11:36:50.211
669.921875,2019-11-06 11:36:50.881
666.9921875,2019-11-06 11:36:51.548
657.2265625,2019-11-06 11:36:52.206
639.6484375,2019-11-06 11:36:52.845
647.4609375,2019-11-06 11:36:53.493
